content,cleaned_text,tokenized_raw_text,tokenized_preprocessed_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"Aplikasinya error terus, padahal awalnya bagus",aplikasi error terus padahal awal bagus,"['aplikasinya', 'error', 'terus', 'padahal', 'awalnya', 'bagus']","['aplikasi', 'error', 'terus', 'padahal', 'awal', 'bagus']",1,0,2.16,2022-07-25 16:16:55,,
"Kenapa gk bisa di akses ya aplikasinya, kenapa ini?",tidak di akses aplikasi ini,"['kenapa', 'gk', 'bisa', 'di', 'akses', 'ya', 'aplikasinya', 'kenapa', 'ini']","['tidak', 'di', 'akses', 'aplikasi', 'ini']",3,0,2.16,2022-07-25 12:50:39,,
"Baru instal lagi dan update yang terbaru tapi dibilang jaringan eror padahal pake wifi, sengaja supaya tidak terlihat kalau ada perubahan harga",baru instal dan update baru bilang jaring eror padahal pakai wifi sengaja tidak lihat kalau ubah harga,"['baru', 'instal', 'lagi', 'dan', 'update', 'yang', 'terbaru', 'tapi', 'dibilang', 'jaringan', 'eror', 'padahal', 'pake', 'wifi', 'sengaja', 'supaya', 'tidak', 'terlihat', 'kalau', 'ada', 'perubahan', 'harga']","['baru', 'instal', 'dan', 'update', 'baru', 'bilang', 'jaring', 'eror', 'padahal', 'pake', 'wifi', 'sengaja', 'tidak', 'lihat', 'kalau', 'ubah', 'harga']",1,0,2.16,2022-07-25 10:49:09,,
"Ini kenapa aplikasinya bilang ""silakan cek koneksi anda"" padahal wifi +paket masih banyak. Tolong diperbaiki. Gamalu apa bintang 1 ratingnya sekarang",kenapa aplikasi bilang sila cek koneksi padahal wifi paket banyak baik gamalu apa bintang 1 ratingnya sekarang,"['ini', 'kenapa', 'aplikasinya', 'bilang', 'silakan', 'cek', 'koneksi', 'anda', 'padahal', 'wifi', 'paket', 'masih', 'banyak', 'tolong', 'diperbaiki', 'gamalu', 'apa', 'bintang', '1', 'ratingnya', 'sekarang']","['kenapa', 'aplikasi', 'bilang', 'sila', 'cek', 'koneksi', 'padahal', 'wifi', 'paket', 'banyak', 'baik', 'gamalu', 'apa', 'bintang', '1', 'ratingnya', 'sekarang']",1,0,2.16,2022-07-24 23:15:24,,
"Aplikasi bapuk, kalau rusak benerin dong, emang udah rahasia umum ye apa2 klau di pegang bumn lama proses nya,",aplikasi bapuk kalau rusak benerin dong emang udah rahasia umum ye apa2 klau pegang bumn lama proses,"['aplikasi', 'bapuk', 'kalau', 'rusak', 'benerin', 'dong', 'emang', 'udah', 'rahasia', 'umum', 'ye', 'apa2', 'klau', 'di', 'pegang', 'bumn', 'lama', 'proses', 'nya']","['aplikasi', 'bapuk', 'kalau', 'rusak', 'benerin', 'dong', 'emang', 'udah', 'rahasia', 'umum', 'ye', 'apa2', 'klau', 'pegang', 'bumn', 'lama', 'proses', 'nya']",1,0,2.16,2022-07-24 20:14:25,,
Sekali mau cek info gak Bisa Liat Brosur info lain nyaranin aplikasi sekali install kacauuu,sekali mau cek info tidak liat brosur info nyaranin aplikasi sekali install kacauuu,"['sekali', 'mau', 'cek', 'info', 'gak', 'bisa', 'liat', 'brosur', 'info', 'lain', 'nyaranin', 'aplikasi', 'sekali', 'install', 'kacauuu']","['sekali', 'mau', 'cek', 'info', 'tidak', 'liat', 'brosur', 'info', 'nyaranin', 'aplikasi', 'sekali', 'install', 'kacauuu']",1,0,,2022-07-24 18:01:06,,
"ancuurr... makin rusak. sengaja aplikasi tidak diperbaiki biar banyak korupsinya. kuatin korupsi aja, biar rugi terus. padahal penumpang banyak.",ancuurr makin rusak sengaja aplikasi baik biar banyak korupsi kuatin korupsi biar rugi terus padahal tumpang banyak,"['ancuurr', 'makin', 'rusak', 'sengaja', 'aplikasi', 'tidak', 'diperbaiki', 'biar', 'banyak', 'korupsinya', 'kuatin', 'korupsi', 'aja', 'biar', 'rugi', 'terus', 'padahal', 'penumpang', 'banyak']","['ancuurr', 'makin', 'rusak', 'sengaja', 'aplikasi', 'baik', 'biar', 'banyak', 'korupsi', 'kuatin', 'korupsi', 'aja', 'biar', 'rugi', 'terus', 'padahal', 'tumpang', 'banyak']",1,0,,2022-07-24 02:31:38,,
Udah beberapa minggu app gagal koneksi ke server.Dulu awal2 bagus lho,udah beberapa minggu app gagal koneksi serverdulu awal2 bagus lho,"['udah', 'beberapa', 'minggu', 'app', 'gagal', 'koneksi', 'ke', 'serverdulu', 'awal2', 'bagus', 'lho']","['udah', 'beberapa', 'minggu', 'app', 'gagal', 'koneksi', 'serverdulu', 'awal2', 'bagus', 'lho']",1,0,2.16,2022-07-23 23:16:11,,
Parah .... Masa suruh periksa koneksi... Servernya parah banget.,parah masa suruh periksa koneksi servernya parah banget,"['parah', 'masa', 'suruh', 'periksa', 'koneksi', 'servernya', 'parah', 'banget']","['parah', 'masa', 'suruh', 'periksa', 'koneksi', 'servernya', 'parah', 'banget']",1,0,2.16,2022-07-23 07:50:28,,
Apk tidak bisa digunakan,apk bisa,"['apk', 'tidak', 'bisa', 'digunakan']","['apk', 'bisa']",1,0,2.16,2022-07-23 06:11:51,,
"Emang bener awal2 lancar, makin kesini mau ganti tujuan aja, selalu keluar ""periksa jaringan internet"" , padahal internet lancar banget",emang bener awal2 lancar makin kesini mau ganti tuju selalu keluar periksa jaring internet padahal internet lancar banget,"['emang', 'bener', 'awal2', 'lancar', 'makin', 'kesini', 'mau', 'ganti', 'tujuan', 'aja', 'selalu', 'keluar', 'periksa', 'jaringan', 'internet', 'padahal', 'internet', 'lancar', 'banget']","['emang', 'bener', 'awal2', 'lancar', 'makin', 'kesini', 'mau', 'ganti', 'tuju', 'aja', 'selalu', 'keluar', 'periksa', 'jaring', 'internet', 'padahal', 'internet', 'lancar', 'banget']",1,0,2.16,2022-07-22 20:40:12,,
Knp dengan aplikasi DAMRI ini? Saya tidak bisa booking tiket bus,knp aplikasi damri saya bisa booking tiket bus,"['knp', 'dengan', 'aplikasi', 'damri', 'ini', 'saya', 'tidak', 'bisa', 'booking', 'tiket', 'bus']","['knp', 'aplikasi', 'damri', 'saya', 'bisa', 'booking', 'tiket', 'bus']",5,0,2.16,2022-07-22 09:06:39,,
Bhaaaayyy damri. Pantes nggak pernah berkembang jadi perusahaan besar yang untungnya konstan. Engagement dengan pelanggan via aplikasi aja nggak becus. Aplikasi zonk!,bhaaaayyy damri pantes pernah kembang jadi usaha besar untung konstan engagement langgan via aplikasi becus aplikasi zonk,"['bhaaaayyy', 'damri', 'pantes', 'nggak', 'pernah', 'berkembang', 'jadi', 'perusahaan', 'besar', 'yang', 'untungnya', 'konstan', 'engagement', 'dengan', 'pelanggan', 'via', 'aplikasi', 'aja', 'nggak', 'becus', 'aplikasi', 'zonk']","['bhaaaayyy', 'damri', 'pantes', 'pernah', 'kembang', 'jadi', 'usaha', 'besar', 'untung', 'konstan', 'engagement', 'langgan', 'via', 'aplikasi', 'aja', 'becus', 'aplikasi', 'zonk']",1,0,,2022-07-22 06:47:33,,
Ra niat bikin aplikasi,ra niat bikin aplikasi,"['ra', 'niat', 'bikin', 'aplikasi']","['ra', 'niat', 'bikin', 'aplikasi']",1,0,2.16,2022-07-21 22:07:54,,
Aplikasi belom bener bener juga nih ? Udah lama lo error nya masa kaga ada perkembangan nya ? Kata nya mau masuk ke Era Digital tapi kok aplikasi nya masih begini ?,aplikasi bom bener bener nih udah lama lo error masa kaga kembang kata mau masuk era digital kok aplikasi begini,"['aplikasi', 'belom', 'bener', 'bener', 'juga', 'nih', 'udah', 'lama', 'lo', 'error', 'nya', 'masa', 'kaga', 'ada', 'perkembangan', 'nya', 'kata', 'nya', 'mau', 'masuk', 'ke', 'era', 'digital', 'tapi', 'kok', 'aplikasi', 'nya', 'masih', 'begini']","['aplikasi', 'bom', 'bener', 'bener', 'nih', 'udah', 'lama', 'lo', 'error', 'nya', 'masa', 'kaga', 'kembang', 'nya', 'kata', 'nya', 'mau', 'masuk', 'era', 'digital', 'kok', 'aplikasi', 'nya', 'begini']",3,1,2.16,2022-07-21 20:32:48,,
"Aplikasi jelek, mau login aja zuzah",aplikasi jelek mau login zuzah,"['aplikasi', 'jelek', 'mau', 'login', 'aja', 'zuzah']","['aplikasi', 'jelek', 'mau', 'login', 'aja', 'zuzah']",1,0,2.16,2022-07-21 20:20:17,,
Mohon cek kembali koneksi anda. Ngakak ah wifi kok cek koneksi kembali. Tolong di jelaskan di perlukan koneksi apa supaya tidak cek kembali koneksi? Uda jelas aplikasinya jelek kok🤣🤣🤣. Uninstal aja lah bye². Langsung loket jak,mohon cek koneksi ngakak ah wifi kok cek koneksi tolong jelas perlu koneksi apa tidak cek koneksi uda jelas aplikasi jelek kok uninstal lah bye langsung loket jak,"['mohon', 'cek', 'kembali', 'koneksi', 'anda', 'ngakak', 'ah', 'wifi', 'kok', 'cek', 'koneksi', 'kembali', 'tolong', 'di', 'jelaskan', 'di', 'perlukan', 'koneksi', 'apa', 'supaya', 'tidak', 'cek', 'kembali', 'koneksi', 'uda', 'jelas', 'aplikasinya', 'jelek', 'kok', 'uninstal', 'aja', 'lah', 'bye²', 'langsung', 'loket', 'jak']","['mohon', 'cek', 'koneksi', 'ngakak', 'ah', 'wifi', 'kok', 'cek', 'koneksi', 'tolong', 'jelas', 'perlu', 'koneksi', 'apa', 'tidak', 'cek', 'koneksi', 'uda', 'jelas', 'aplikasi', 'jelek', 'kok', 'uninstal', 'aja', 'lah', 'bye', 'langsung', 'loket', 'jak']",1,0,2.16,2022-07-21 18:54:45,,
Mau login aja verifikasi email . Tapi gak di kirim ke email. Gimna bisa login,mau login verifikasi email tidak kirim email gimna login,"['mau', 'login', 'aja', 'verifikasi', 'email', 'tapi', 'gak', 'di', 'kirim', 'ke', 'email', 'gimna', 'bisa', 'login']","['mau', 'login', 'aja', 'verifikasi', 'email', 'tidak', 'kirim', 'email', 'gimna', 'login']",1,0,2.16,2022-07-21 14:45:53,,
Gk berfungsi kawan,tidak fungsi kawan,"['gk', 'berfungsi', 'kawan']","['tidak', 'fungsi', 'kawan']",1,0,2.16,2022-07-21 14:18:36,,
"Buat booking aja ga bisa, server gagal terus, perbaiki lah aplikasinya",buat booking tidak server gagal terus baik lah aplikasi,"['buat', 'booking', 'aja', 'ga', 'bisa', 'server', 'gagal', 'terus', 'perbaiki', 'lah', 'aplikasinya']","['buat', 'booking', 'aja', 'tidak', 'server', 'gagal', 'terus', 'baik', 'lah', 'aplikasi']",1,0,2.16,2022-07-21 12:21:04,,
apa guna ny aplikasi ini klo tidak bisa di akses. mau pilih tujuan suruh cek server terus.,apa ny aplikasi klo bisa akses mau pilih tuju suruh cek server terus,"['apa', 'guna', 'ny', 'aplikasi', 'ini', 'klo', 'tidak', 'bisa', 'di', 'akses', 'mau', 'pilih', 'tujuan', 'suruh', 'cek', 'server', 'terus']","['apa', 'ny', 'aplikasi', 'klo', 'bisa', 'akses', 'mau', 'pilih', 'tuju', 'suruh', 'cek', 'server', 'terus']",1,0,2.16,2022-07-21 11:55:22,,
"Aplikasi burik , emailverifikasi gada masuk2 udah berkali2 , jaringan terputus terus , burik",aplikasi burik emailverifikasi gada masuk2 udah berkali2 jaring putus terus burik,"['aplikasi', 'burik', 'emailverifikasi', 'gada', 'masuk2', 'udah', 'berkali2', 'jaringan', 'terputus', 'terus', 'burik']","['aplikasi', 'burik', 'emailverifikasi', 'gada', 'masuk2', 'udah', 'berkali2', 'jaring', 'putus', 'terus', 'burik']",1,0,,2022-07-20 22:56:37,,
Mohon diperbaiki dong aplikasi damri. Masa 2022 dan beli tiket dimana2 online tp aplikasi damri masih ga bisa digunakan. Adminnya bagaimana ini sekelas damri loh,mohon baik dong aplikasi damri masa 2022 beli tiket dimana2 online tp aplikasi damri tidak guna adminnya bagaimana kelas damri loh,"['mohon', 'diperbaiki', 'dong', 'aplikasi', 'damri', 'masa', '2022', 'dan', 'beli', 'tiket', 'dimana2', 'online', 'tp', 'aplikasi', 'damri', 'masih', 'ga', 'bisa', 'digunakan', 'adminnya', 'bagaimana', 'ini', 'sekelas', 'damri', 'loh']","['mohon', 'baik', 'dong', 'aplikasi', 'damri', 'masa', '2022', 'beli', 'tiket', 'dimana2', 'online', 'tp', 'aplikasi', 'damri', 'tidak', 'guna', 'adminnya', 'bagaimana', 'kelas', 'damri', 'loh']",1,0,2.16,2022-07-20 20:59:41,,
"Loading Mulu, udah gak bisa digunakan",loading mulu udah tidak guna,"['loading', 'mulu', 'udah', 'gak', 'bisa', 'digunakan']","['loading', 'mulu', 'udah', 'tidak', 'guna']",1,0,2.16,2022-07-20 19:13:25,,
Aplikasi rusak,aplikasi rusak,"['aplikasi', 'rusak']","['aplikasi', 'rusak']",1,0,2.16,2022-07-20 11:14:32,,
"Baru aja download,trus daftar,pas email verifikasi kagak muncul2.gimana mau masuk nya.",baru downloadtrus daftar pas email verifikasi kagak muncul2gimana mau masuk,"['baru', 'aja', 'downloadtrus', 'daftarpas', 'email', 'verifikasi', 'kagak', 'muncul2gimana', 'mau', 'masuk', 'nya']","['baru', 'aja', 'downloadtrus', 'daftarpas', 'email', 'verifikasi', 'kagak', 'muncul2gimana', 'mau', 'masuk', 'nya']",1,0,2.16,2022-07-20 10:25:18,,
Aplikasi lg bermasalah tidak bisa di gunakan,aplikasi lg masalah bisa guna,"['aplikasi', 'lg', 'bermasalah', 'tidak', 'bisa', 'di', 'gunakan']","['aplikasi', 'lg', 'masalah', 'bisa', 'guna']",2,0,2.16,2022-07-20 08:25:12,,
Cek koneksi anda,cek koneksi,"['cek', 'koneksi', 'anda']","['cek', 'koneksi']",1,0,2.16,2022-07-20 01:06:09,,
Payah lama lama susah aplikasi nya gmna Indonesia mau maju kalau pengembangan sesuatu selalu bermasalah,payah lama lama susah aplikasi gmna indonesia mau maju kalau kembang selalu masalah,"['payah', 'lama', 'lama', 'susah', 'aplikasi', 'nya', 'gmna', 'indonesia', 'mau', 'maju', 'kalau', 'pengembangan', 'sesuatu', 'selalu', 'bermasalah']","['payah', 'lama', 'lama', 'susah', 'aplikasi', 'nya', 'gmna', 'indonesia', 'mau', 'maju', 'kalau', 'kembang', 'selalu', 'masalah']",1,0,2.16,2022-07-19 22:45:24,,
Adakah referensi BUMN yang memuaskan rakyat? Kalo ini tidak sama sekali,referensi bumn muas rakyat kalo tidak sama sekali,"['adakah', 'referensi', 'bumn', 'yang', 'memuaskan', 'rakyat', 'kalo', 'ini', 'tidak', 'sama', 'sekali']","['referensi', 'bumn', 'muas', 'rakyat', 'kalo', 'tidak', 'sama', 'sekali']",1,0,2.16,2022-07-19 22:23:06,,
"Aplksinya ngeselin vervksi nuggu berjam2 kodenya gk dikirim kirim, gak kaya aplksi yg lain fast respon !",aplksinya ngeselin vervksi nuggu berjam2 kode tidak kirim kirim tidak kaya aplksi fast respon,"['aplksinya', 'ngeselin', 'vervksi', 'nuggu', 'berjam2', 'kodenya', 'gk', 'dikirim', 'kirim', 'gak', 'kaya', 'aplksi', 'yg', 'lain', 'fast', 'respon']","['aplksinya', 'ngeselin', 'vervksi', 'nuggu', 'berjam2', 'kode', 'tidak', 'kirim', 'kirim', 'tidak', 'kaya', 'aplksi', 'yg', 'fast', 'respon']",1,0,2.16,2022-07-19 19:11:28,,
"Ini aplikasi resmi tapi gak bs di gunakan , server mulu yg di salahkan.",aplikasi resmi tidak bs guna server mulu salah,"['ini', 'aplikasi', 'resmi', 'tapi', 'gak', 'bs', 'di', 'gunakan', 'server', 'mulu', 'yg', 'di', 'salahkan']","['aplikasi', 'resmi', 'tidak', 'bs', 'guna', 'server', 'mulu', 'yg', 'salah']",1,0,2.16,2022-07-19 18:31:03,,
"aplikasi nya g bisa buat pesen tiket, pas searching muncul peringatan ""Koneksi Server Gagal, mohon cek kembali koneksi anda"". padahal koneksi internet saya bagus",aplikasi tidak buat sen tiket pas searching muncul ingat koneksi server gagal mohon cek koneksi padahal koneksi internet bagus,"['aplikasi', 'nya', 'g', 'bisa', 'buat', 'pesen', 'tiket', 'pas', 'searching', 'muncul', 'peringatan', 'koneksi', 'server', 'gagal', 'mohon', 'cek', 'kembali', 'koneksi', 'anda', 'padahal', 'koneksi', 'internet', 'saya', 'bagus']","['aplikasi', 'nya', 'tidak', 'buat', 'sen', 'tiket', 'pas', 'searching', 'muncul', 'ingat', 'koneksi', 'server', 'gagal', 'mohon', 'cek', 'koneksi', 'padahal', 'koneksi', 'internet', 'bagus']",1,0,2.16,2022-07-19 13:14:38,,
Kacau balau. BUMN harus berbenah,kacau balau bumn benah,"['kacau', 'balau', 'bumn', 'harus', 'berbenah']","['kacau', 'balau', 'bumn', 'benah']",1,0,,2022-07-19 12:44:26,,
Gak bisa dibuka Aplikasi milik bumn bisa pastikan buat mempersulit Agar ada kesempatan percaloan Sy kira HP sy yg gk bisa akses Ternyata aplikasi nya busuk,tidak buka aplikasi milik bumn pasti buat sulit ada sempat calo sy kira hp sy tidak akses nyata aplikasi busuk,"['gak', 'bisa', 'dibuka', 'aplikasi', 'milik', 'bumn', 'bisa', 'pastikan', 'buat', 'mempersulit', 'agar', 'ada', 'kesempatan', 'percaloan', 'sy', 'kira', 'hp', 'sy', 'yg', 'gk', 'bisa', 'akses', 'ternyata', 'aplikasi', 'nya', 'busuk']","['tidak', 'buka', 'aplikasi', 'milik', 'bumn', 'pasti', 'buat', 'sulit', 'ada', 'sempat', 'calo', 'sy', 'kira', 'hp', 'sy', 'yg', 'tidak', 'akses', 'nyata', 'aplikasi', 'nya', 'busuk']",1,0,2.16,2022-07-19 12:18:45,,
Gak bisa login. Email verifikasi juga gak muncul,tidak login email verifikasi tidak muncul,"['gak', 'bisa', 'login', 'email', 'verifikasi', 'juga', 'gak', 'muncul']","['tidak', 'login', 'email', 'verifikasi', 'tidak', 'muncul']",1,0,2.16,2022-07-18 19:56:14,,
"kasian aplikasinya gk diurus, hambur² anggaran doang",kasi aplikasi tidak urus hambur anggar doang,"['kasian', 'aplikasinya', 'gk', 'diurus', 'hambur²', 'anggaran', 'doang']","['kasi', 'aplikasi', 'tidak', 'urus', 'hambur', 'anggar', 'doang']",1,0,2.16,2022-07-18 19:53:25,,
"Gak jelas koneksi server gagal tanpa ada alasan, lelucon",tidak jelas koneksi server gagal ada alas lelucon,"['gak', 'jelas', 'koneksi', 'server', 'gagal', 'tanpa', 'ada', 'alasan', 'lelucon']","['tidak', 'jelas', 'koneksi', 'server', 'gagal', 'ada', 'alas', 'lelucon']",1,0,2.16,2022-07-18 19:49:58,,
"Aplikasi ngk jelas ERROR GK PERNAH BENER, ni orang yg buat app Belajar dimana sih?",aplikasi tidak jelas error tidak pernah bener ni orang buat app ajar mana sih,"['aplikasi', 'ngk', 'jelas', 'error', 'gk', 'pernah', 'bener', 'ni', 'orang', 'yg', 'buat', 'app', 'belajar', 'dimana', 'sih']","['aplikasi', 'tidak', 'jelas', 'error', 'tidak', 'pernah', 'bener', 'ni', 'orang', 'yg', 'buat', 'app', 'ajar', 'mana', 'sih']",1,0,2.16,2022-07-18 18:39:15,,
Pilih rute error terus. Selalu koneksi server gagal padahal sudah berkali kali ganti koneksi,pilih rute error terus selalu koneksi server gagal padahal kali kali ganti koneksi,"['pilih', 'rute', 'error', 'terus', 'selalu', 'koneksi', 'server', 'gagal', 'padahal', 'sudah', 'berkali', 'kali', 'ganti', 'koneksi']","['pilih', 'rute', 'error', 'terus', 'selalu', 'koneksi', 'server', 'gagal', 'padahal', 'kali', 'kali', 'ganti', 'koneksi']",1,0,2.16,2022-07-18 15:16:03,,
"Selalu koneksi terputus dari server, aplikasinya mau buat apa kalau gitu?",selalu koneksi putus server aplikasi mau buat apa kalau gitu,"['selalu', 'koneksi', 'terputus', 'dari', 'server', 'aplikasinya', 'mau', 'buat', 'apa', 'kalau', 'gitu']","['selalu', 'koneksi', 'putus', 'server', 'aplikasi', 'mau', 'buat', 'apa', 'kalau', 'gitu']",1,0,,2022-07-18 14:36:31,,
"APLIKASI NYA EROR NIH, PAYAH SAYA MAU PESEN TIKET JADI SUSAH",aplikasi eror nih payah mau sen tiket jadi susah,"['aplikasi', 'nya', 'eror', 'nih', 'payah', 'saya', 'mau', 'pesen', 'tiket', 'jadi', 'susah']","['aplikasi', 'nya', 'eror', 'nih', 'payah', 'mau', 'sen', 'tiket', 'jadi', 'susah']",1,0,,2022-07-18 12:40:55,,
Koneksi server gagal terus,koneksi server gagal terus,"['koneksi', 'server', 'gagal', 'terus']","['koneksi', 'server', 'gagal', 'terus']",1,0,,2022-07-18 12:29:38,,
Aplikasi tidak bisa dipakai. Mohon di perbaiki segera,aplikasi bisa pakai mohon baik segera,"['aplikasi', 'tidak', 'bisa', 'dipakai', 'mohon', 'di', 'perbaiki', 'segera']","['aplikasi', 'bisa', 'pakai', 'mohon', 'baik', 'segera']",1,0,,2022-07-18 10:07:07,,
Ga bisa di pakai ini Aplikasinya,tidak di pakai aplikasi,"['ga', 'bisa', 'di', 'pakai', 'ini', 'aplikasinya']","['tidak', 'di', 'pakai', 'aplikasi']",1,0,,2022-07-18 10:06:21,,
"gugel nyuruh donlot apk, mau log in eror koneksi berkali-kali. Gimana nih mau booking ticket ke Malang!!",gugel nyuruh donlot apk mau log in eror koneksi berkalikali gimana nih mau booking ticket malang,"['gugel', 'nyuruh', 'donlot', 'apk', 'mau', 'log', 'in', 'eror', 'koneksi', 'berkalikali', 'gimana', 'nih', 'mau', 'booking', 'ticket', 'ke', 'malang']","['gugel', 'nyuruh', 'donlot', 'apk', 'mau', 'log', 'in', 'eror', 'koneksi', 'berkalikali', 'gimana', 'nih', 'mau', 'booking', 'ticket', 'malang']",1,0,2.16,2022-07-18 07:37:12,,
Aplikasi sampah babi gak berguna,aplikasi sampah babi tidak,"['aplikasi', 'sampah', 'babi', 'gak', 'berguna']","['aplikasi', 'sampah', 'babi', 'tidak']",1,0,2.16,2022-07-18 07:04:06,,
Kog jadi server connected error terus... Maintain dong,kog jadi server connected error terus maintain dong,"['kog', 'jadi', 'server', 'connected', 'error', 'terus', 'maintain', 'dong']","['kog', 'jadi', 'server', 'connected', 'error', 'terus', 'maintain', 'dong']",1,0,2.16,2022-07-18 00:08:35,,
Kode verifikasi tidak terkirim ke email. Sudah mencoba berkali2 tapi tidak ada email yg masuk,kode verifikasi kirim email coba berkali2 tidak email masuk,"['kode', 'verifikasi', 'tidak', 'terkirim', 'ke', 'email', 'sudah', 'mencoba', 'berkali2', 'tapi', 'tidak', 'ada', 'email', 'yg', 'masuk']","['kode', 'verifikasi', 'kirim', 'email', 'coba', 'berkali2', 'tidak', 'email', 'yg', 'masuk']",1,0,2.16,2022-07-17 20:46:17,,
"Koneksi internet lancar, kok malah coba lagi koneksi internet anda",koneksi internet lancar kok malah coba koneksi internet,"['koneksi', 'internet', 'lancar', 'kok', 'malah', 'coba', 'lagi', 'koneksi', 'internet', 'anda']","['koneksi', 'internet', 'lancar', 'kok', 'malah', 'coba', 'koneksi', 'internet']",1,0,,2022-07-17 19:48:27,,
"Di WTC tdk ada lg ,eh di apl msh on",wtc tdk lg eh apl msh on,"['di', 'wtc', 'tdk', 'ada', 'lg', 'eh', 'di', 'apl', 'msh', 'on']","['wtc', 'tdk', 'lg', 'eh', 'apl', 'msh', 'on']",3,0,2.16,2022-07-17 13:37:43,,
Aplikasi tidak bisa digunakan jelek bangett,aplikasi bisa jelek bangett,"['aplikasi', 'tidak', 'bisa', 'digunakan', 'jelek', 'bangett']","['aplikasi', 'bisa', 'jelek', 'bangett']",1,0,2.16,2022-07-17 11:37:20,,
"Aplikasi nya tidak berguna, mau daftar saja sulit",aplikasi guna mau daftar sulit,"['aplikasi', 'nya', 'tidak', 'berguna', 'mau', 'daftar', 'saja', 'sulit']","['aplikasi', 'nya', 'guna', 'mau', 'daftar', 'sulit']",1,0,,2022-07-16 22:12:27,,
"Ini apk damri nya kenapa yahh, mau pesen tiket kok koneksi error mulu gak bisa2. Tolong donk di perbaharui apk nyaaa",apk damri yahh mau sen tiket kok koneksi error mulu tidak bisa2 donk baharu apk nyaaa,"['ini', 'apk', 'damri', 'nya', 'kenapa', 'yahh', 'mau', 'pesen', 'tiket', 'kok', 'koneksi', 'error', 'mulu', 'gak', 'bisa2', 'tolong', 'donk', 'di', 'perbaharui', 'apk', 'nyaaa']","['apk', 'damri', 'nya', 'yahh', 'mau', 'sen', 'tiket', 'kok', 'koneksi', 'error', 'mulu', 'tidak', 'bisa2', 'donk', 'baharu', 'apk', 'nyaaa']",1,0,2.16,2022-07-16 09:37:42,,
